GFE_ID,SYSTEM_SITE,GFE_TYPE,SPECIES_QUALIFIED,Y_LAT,X_LONGT,FAZ_ACRO,MAZ_ACRO,JAZ_ACRO,CU_NAME,CU_ACRO,CU_LAT,CU_LONGT,CU_TYPE,CU_INDEX,FULL_CU_IN,SBJ_ID,POP_ID,IS_INDICATOR,CMNTS,EFFECTIVE_DT,WATERSHED_CDE,FWA_WATERSHED_CDE,MDFA_location
1250,SUGSAW CREEK,Stream,CM,48.83769727,-125.1061741,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40436,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-101400-00000-00000-0000-0000-000-000-000-000-000-000,930-103653-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1414,TAHSISH RIVER,Stream,CM,50.13979892,-127.1051293,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,41881,Y,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-673300-00000-00000-0000-0000-000-000-000-000-000-000,930-673175-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1297,THORNTON CREEK,Stream,CM,48.96665653,-125.5628815,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40806,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-243600-00000-00000-0000-0000-000-000-000-000-000-000,930-236814-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1288,TOQUART RIVER,Stream,CM,49.0357038,-125.3574806,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40796,Y,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-230500-00000-00000-0000-0000-000-000-000-000-000-000,930-223732-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
367,TWIN RIVERS,Stream,CM,48.95056799,-125.4462046,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,45692,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,,,South
1292,TWIN RIVERS EAST CREEK,Stream,CM,48.95154283,-125.4435209,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,39566,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-236100-00000-00000-0000-0000-000-000-000-000-000-000,930-229391-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1293,TWIN RIVERS WEST CREEK,Stream,CM,48.94810479,-125.4464946,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,39576,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-236300-00000-00000-0000-0000-000-000-000-000-000-000,930-229626-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1274,UCHUCK CREEK,Stream,CM,49.01458835,-125.0512461,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40656,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-162900-00000-00000-0000-0000-000-000-000-000-000-000,930-164925-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1276,USELESS CREEK,Stream,CM,48.99736397,-125.052605,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40676,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-180600-00000-00000-0000-0000-000-000-000-000-000-000,930-175032-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1277,VERNON BAY CREEK,Stream,CM,49.00818083,-125.1410083,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40686,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-186500-00000-00000-0000-0000-000-000-000-000-000-000,930-180736-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1280,WALLACE CREEK,Stream,CM,49.05219516,-125.1679072,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40716,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-200400-00000-00000-0000-0000-000-000-000-000-000-000,930-194787-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1416,YAKU RIVER,Stream,CM,50.10528899,-127.1577407,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40856,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-676000-00000-00000-0000-0000-000-000-000-000-000-000,930-675966-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1254,CARNATION CREEK,Stream,CO,48.91360195,-125.0037843,WVI,WVI,WVI+WVI,JUAN DE FUCA-PACHENA,JdF,48.75294523,-124.546932,Current,16,CO-16,2,40472,Y,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-112200-00000-00000-0000-0000-000-000-000-000-000-000,930-113555-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1255,CONSINKA CREEK,Stream,CO,48.9359891,-124.9816979,WVI,WVI,WVI+WVI,JUAN DE FUCA-PACHENA,JdF,48.75294523,-124.546932,Current,16,CO-16,2,40482,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-117000-05400-00000-0000-0000-000-000-000-000-000-000,930-118343-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1253,FREDERICK CREEK,Stream,CO,48.89171327,-124.9975334,WVI,WVI,WVI+WVI,JUAN DE FUCA-PACHENA,JdF,48.75294523,-124.546932,Current,16,CO-16,2,40462,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-110800-03000-00000-0000-0000-000-000-000-000-000-000,930-112460-069323-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1249,PACHENA RIVER,Stream,CO,48.79845705,-125.127194,WVI,WVI,WVI+WVI,JUAN DE FUCA-PACHENA,JdF,48.75294523,-124.546932,Current,16,CO-16,2,40422,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-085500-00000-00000-0000-0000-000-000-000-000-000-000,930-087113-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1251,POETT NOOK CREEK,Stream,CO,48.87689009,-125.0526596,WVI,WVI,WVI+WVI,JUAN DE FUCA-PACHENA,JdF,48.75294523,-124.546932,Current,16,CO-16,2,40442,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-108700-00000-00000-0000-0000-000-000-000-000-000-000,930-110667-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1256,RITHERDON CREEK,Stream,CO,48.95270362,-124.9759819,WVI,WVI,WVI+WVI,JUAN DE FUCA-PACHENA,JdF,48.75294523,-124.546932,Current,16,CO-16,2,40492,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-118300-00000-00000-0000-0000-000-000-000-000-000-000,930-119495-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1252,SARITA RIVER,Stream,CO,48.89706946,-125.0169178,WVI,WVI,WVI+WVI,JUAN DE FUCA-PACHENA,JdF,48.75294523,-124.546932,Current,16,CO-16,2,40452,Y,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-110800-00000-00000-0000-0000-000-000-000-000-000-000,930-112460-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1250,SUGSAW CREEK,Stream,CO,48.83769727,-125.1061741,WVI,WVI,WVI+WVI,JUAN DE FUCA-PACHENA,JdF,48.75294523,-124.546932,Current,16,CO-16,2,40432,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-101400-00000-00000-0000-0000-000-000-000-000-000-000,930-103653-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1413,ARTLISH RIVER,Stream,CO,50.1150961,-127.0875277,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,41867,Y,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-671100-00000-00000-0000-0000-000-000-000-000-000-000,930-671111-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1429,BATTLE BAY RIVER,Stream,CO,50.1213242,-127.5867074,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,39692,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-739000-00000-00000-0000-0000-000-000-000-000-000-000,930-738595-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1423,BRITISH CREEK,Stream,CO,50.05320563,-127.2878126,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,39632,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-702700-00000-00000-0000-0000-000-000-000-000-000-000,930-702640-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1281,CANOE PASS CREEK,Stream,CO,48.95771823,-125.2190425,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,40722,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-207400-00000-00000-0000-0000-000-000-000-000-000-000,930-201925-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1285,CATARACT CREEK,Stream,CO,49.01649677,-125.2779667,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,40762,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-220100-00000-00000-0000-0000-000-000-000-000-000-000,930-214171-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1422,CHAMISS CREEK,Stream,CO,50.07917039,-127.2889006,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,39622,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-700400-00000-00000-0000-0000-000-000-000-000-000-000,930-700522-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1425,CLANNINICK CREEK,Stream,CO,50.04141744,-127.4114013,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,39652,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-713300-00000-00000-0000-0000-000-000-000-000-000-000,930-712616-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
2470,CLEMENS CREEK,Stream,CO,49.13563333,-125.137861,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,130,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-162500-98800-00000-0000-0000-000-000-000-000-000-000,930-164367-991909-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1278,COEUR D'ALENE CREEK,Stream,CO,49.04569594,-125.1381025,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,40692,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-193200-00000-00000-0000-0000-000-000-000-000-000-000,930-187551-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
2024,DRAW CREEK,Stream,CO,49.01890509,-125.4374075,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,45279,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-233800-94100-00000-0000-0000-000-000-000-000-000-000,930-227126-961100-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1283,DUTCH HARBOUR CREEK EAST,Stream,CO,48.96552574,-125.2718441,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,40742,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-210900-00000-00000-0000-0000-000-000-000-000-000-000,930-205268-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1284,DUTCH HARBOUR CREEK WEST,Stream,CO,48.96799817,-125.2846246,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,40752,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-211500-00000-00000-0000-0000-000-000-000-000-000-000,930-205829-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1419,EASY CREEK,Stream,CO,50.12821162,-127.3111755,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,40882,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-691300-00000-00000-0000-0000-000-000-000-000-000-000,930-691582-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1279,EFFINGHAM RIVER,Stream,CO,49.09534128,-125.200767,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,40702,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-196400-00000-00000-0000-0000-000-000-000-000-000-000,930-191124-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1420,ELAINE CREEK,Stream,CO,50.12125435,-127.2985649,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,40892,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-691900-00000-00000-0000-0000-000-000-000-000-000-000,930-692089-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1273,HENDERSON LAKE,Lake,CO,49.0283341,-125.0511539,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,40642,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-162500-00000-00000-0000-0000-000-000-000-000-000-000,930-164367-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1295,HILLIER CREEK,Stream,CO,48.95535719,-125.5506561,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,39592,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-242800-00000-00000-0000-0000-000-000-000-000-000-000,930-232561-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1275,HOLFORD CREEK,Stream,CO,48.93582388,-125.0843822,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,40662,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,935-110500-38900-00000-0000-0000-000-000-000-000-000-000,935-316123-393394-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1294,ITATSOO CREEK,Stream,CO,48.92720166,-125.5041153,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,39582,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-239300-00000-00000-0000-0000-000-000-000-000-000-000,930-232561-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1421,JANSEN LAKE CREEK,Stream,CO,50.11891865,-127.2944509,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,39612,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-692100-00000-00000-0000-0000-000-000-000-000-000-000,930-692270-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1412,KAOUK RIVER,Stream,CO,50.0635084,-127.0985149,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,41857,Y,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-665700-00000-00000-0000-0000-000-000-000-000-000-000,930-665189-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1418,KASHUTL RIVER,Stream,CO,50.19495862,-127.3098438,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,40872,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-687400-00000-00000-0000-0000-000-000-000-000-000-000,930-687605-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1417,KAUWINCH RIVER,Stream,CO,50.14450885,-127.2707541,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,40862,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-683800-00000-00000-0000-0000-000-000-000-000-000-000,930-683984-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1291,LITTLE MAGGIE RIVER,Stream,CO,48.97821828,-125.3941865,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,39552,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-234200-00000-00000-0000-0000-000-000-000-000-000-000,930-227481-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1289,LITTLE TOQUART CREEK,Stream,CO,49.04107712,-125.3609243,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,39532,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-230500-03800-00000-0000-0000-000-000-000-000-000-000,930-223732-027604-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1299,LOST SHOE CREEK,Stream,CO,49.0028941,-125.6399383,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,40822,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-260600-00000-00000-0000-0000-000-000-000-000-000-000,930-253054-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1287,LUCKY CREEK,Stream,CO,49.02744374,-125.3054012,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,40782,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-227800-00000-00000-0000-0000-000-000-000-000-000-000,930-221312-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1290,MAGGIE RIVER,Stream,CO,48.98495147,-125.3934898,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,39542,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-233800-00000-00000-0000-0000-000-000-000-000-000-000,930-227126-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1426,MALKSOPE RIVER,Stream,CO,50.13851576,-127.4228266,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,39662,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-722200-00000-00000-0000-0000-000-000-000-000-000-000,930-721847-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1424,MCKAY COVE CREEK,Stream,CO,50.04586667,-127.3493366,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,39642,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-708600-00000-00000-0000-0000-000-000-000-000-000-000,930-708402-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1296,MERCANTILE CREEK,Stream,CO,48.96298492,-125.5584854,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,39602,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-243300-00000-00000-0000-0000-000-000-000-000-000-000,930-236502-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1430,NASPARTI RIVER,Stream,CO,50.19204732,-127.6082663,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,39702,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-747000-00000-00000-0000-0000-000-000-000-000-000-000,930-746556-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1427,OUOUKINSH RIVER,Stream,CO,50.1871283,-127.4340013,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,39672,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-730300-00000-00000-0000-0000-000-000-000-000-000-000,930-729741-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1286,PIPESTEAM CREEK,Stream,CO,49.03768332,-125.2005414,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,40772,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-224000-00000-00000-0000-0000-000-000-000-000-000-000,930-217626-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1428,POWER RIVER,Stream,CO,50.17997736,-127.4797426,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,39682,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-732300-00000-00000-0000-0000-000-000-000-000-000-000,930-731806-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1300,SANDHILL CREEK,Stream,CO,49.03245499,-125.6872034,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,40832,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-264800-00000-00000-0000-0000-000-000-000-000-000-000,930-257099-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1282,SECHART CREEK,Stream,CO,48.95492678,-125.2489045,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,40732,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-209300-00000-00000-0000-0000-000-000-000-000-000-000,930-203749-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1415,SILBURN CREEK,Stream,CO,50.14984396,-127.124784,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,41887,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-673300-06300-00000-0000-0000-000-000-000-000-000-000,930-673175-063720-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1298,SMITH CREEK,Stream,CO,48.97802314,-125.5744113,WVI,WVI,WVI+WVI,WEST VANCOUVER ISLAND,WVI,50.00499664,-126.7726239,Current,17,CO-17,2,40812,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-244500-00000-00000-0000-0000-000-000-000-000-000-000,930-237609-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
